資料日期,ETF,更新時間,持股JSON
2026-08-11 00:00:00,00981A,2026-08-11 17:11:09,"[[""2330"",""台積電"",12134,9.6],[""2383"",""台光電"",4863,8.9],[""2454"",""聯發科"",5448,7.24],[""3037"",""欣興"",20210,6.63],[""3017"",""奇鋐"",5801,5.29],[""2327"",""國巨*"",25437,5.19],[""6223"",""旺矽"",2443,5.1],[""6669"",""緯穎"",2496,4.89],[""2345"",""智邦"",6419,4.53],[""2308"",""台達電"",7070,4.22],[""3711"",""日月光投控"",19529,4.06],[""8046"",""南電"",9519,3.62],[""2303"",""聯電"",87718,3.57],[""3665"",""貿聯-KY"",4617,3.36],[""3653"",""健策"",2375,3.19],[""6274"",""台燿"",5499,2.92],[""5274"",""信驊"",455,2.47],[""6805"",""富世達"",2215,1.31],[""2368"",""金像電"",4000,1.27],[""2449"",""京元電子"",11295,0.92],[""8210"",""勤誠"",2497,0.84],[""6187"",""萬潤"",1334,0.46],[""2360"",""致茂"",572,0.39],[""4979"",""華星光"",2174,0.37],[""6510"",""精測"",361,0.33],[""4958"",""臻鼎-KY"",1682,0.27],[""8996"",""高力"",712,0.25],[""3264"",""欣銓"",3080,0.22],[""6278"",""台表科"",3250,0.18],[""6271"",""同欣電"",2224,0.14],[""6191"",""精成科"",3988,0.11],[""3376"",""新日興"",1741,0.11],[""6515"",""穎崴"",23,0.05],[""4966"",""譜瑞-KY"",140,0.03],[""2002"",""中鋼"",5163,0.03],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""1590"",""亞德客-KY"",1,0],[""3008"",""大立光"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""2408"",""南亞科"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-08-12 00:00:00,00981A,2026-08-12 16:46:03,"[[""2330"",""台積電"",12134,9.54],[""2383"",""台光電"",4863,9.07],[""2454"",""聯發科"",5448,7.12],[""3037"",""欣興"",20210,6.58],[""3017"",""奇鋐"",5900,5.59],[""6223"",""旺矽"",2443,5.25],[""2327"",""國巨*"",25437,4.99],[""6669"",""緯穎"",2496,4.9],[""2345"",""智邦"",6419,4.63],[""2308"",""台達電"",7070,4.12],[""8046"",""南電"",9634,3.97],[""3711"",""日月光投控"",19529,3.95],[""2303"",""聯電"",87718,3.51],[""3653"",""健策"",2375,3.46],[""3665"",""貿聯-KY"",4617,3.24],[""6274"",""台燿"",5499,2.87],[""5274"",""信驊"",485,2.74],[""6805"",""富世達"",2265,1.35],[""2368"",""金像電"",4000,1.3],[""2449"",""京元電子"",11295,0.95],[""8210"",""勤誠"",2497,0.82],[""6187"",""萬潤"",1334,0.5],[""4979"",""華星光"",2424,0.44],[""2360"",""致茂"",622,0.44],[""6510"",""精測"",478,0.44],[""8996"",""高力"",802,0.31],[""4958"",""臻鼎-KY"",1682,0.26],[""3264"",""欣銓"",3080,0.22],[""6278"",""台表科"",3250,0.18],[""6271"",""同欣電"",2224,0.14],[""6191"",""精成科"",3988,0.11],[""3376"",""新日興"",1741,0.11],[""6515"",""穎崴"",23,0.05],[""4966"",""譜瑞-KY"",140,0.03],[""2002"",""中鋼"",5163,0.03],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""1590"",""亞德客-KY"",1,0],[""3008"",""大立光"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""2408"",""南亞科"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-08-12 00:00:00,00403A,2026-08-12 17:15:59,"[[""2330"",""台積電"",12680,16.94],[""3017"",""奇鋐"",3515,5.66],[""2303"",""聯電"",79000,5.37],[""2383"",""台光電"",1635,5.18],[""3037"",""欣興"",8460,4.68],[""2454"",""聯發科"",2000,4.44],[""2344"",""華邦電"",42300,4.14],[""6223"",""旺矽"",1060,3.87],[""2308"",""台達電"",3040,3.01],[""2327"",""國巨*"",9000,3],[""2345"",""智邦"",2307,2.83],[""3711"",""日月光投控"",8000,2.75],[""5274"",""信驊"",215,2.06],[""3189"",""景碩"",4250,2.02],[""3653"",""健策"",800,1.98],[""6669"",""緯穎"",500,1.67],[""6274"",""台燿"",1680,1.49],[""3443"",""創意"",510,1.45],[""3665"",""貿聯-KY"",1200,1.43],[""3533"",""嘉澤"",1240,1.38],[""6488"",""環球晶"",2646,1.37],[""8046"",""南電"",1795,1.26],[""3008"",""大立光"",462,1.17],[""2360"",""致茂"",897,1.09],[""8996"",""高力"",1600,1.04],[""6239"",""力成"",5360,0.83],[""1303"",""南亞"",7000,0.73],[""6805"",""富世達"",700,0.71],[""1560"",""中砂"",1500,0.6],[""2337"",""旺宏"",7498,0.57],[""2317"",""鴻海"",3200,0.48],[""7769"",""鴻勁"",130,0.47],[""3211"",""順達"",2000,0.46],[""3450"",""聯鈞"",1600,0.45],[""3583"",""辛耘"",900,0.37],[""8358"",""金居"",900,0.21],[""2049"",""上銀"",1010,0.21],[""6442"",""光聖"",225,0.2],[""4966"",""譜瑞-KY"",500,0.16],[""2404"",""漢唐"",250,0.16],[""4958"",""臻鼎-KY"",500,0.13],[""1717"",""長興"",2500,0.11],[""3264"",""欣銓"",700,0.08],[""2481"",""強茂"",1100,0.08],[""2455"",""全新"",336,0.07],[""6285"",""啟碁"",350,0.05],[""6415"",""矽力*-KY"",150,0.04],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""5347"",""世界"",1,0]]"
2026-08-13 00:00:00,00981A,2026-08-13 16:41:09,"[[""2330"",""台積電"",12134,9.48],[""2383"",""台光電"",4863,8.88],[""2454"",""聯發科"",5448,7.39],[""3037"",""欣興"",20210,6.49],[""3017"",""奇鋐"",5900,6.06],[""2327"",""國巨*"",25437,5.4],[""6223"",""旺矽"",2443,5.09],[""6669"",""緯穎"",2496,4.86],[""2345"",""智邦"",6594,4.8],[""2308"",""台達電"",7070,4.28],[""3711"",""日月光投控"",19529,3.92],[""8046"",""南電"",9634,3.76],[""3653"",""健策"",2375,3.53],[""2303"",""聯電"",87718,3.5],[""3665"",""貿聯-KY"",4617,3.27],[""6274"",""台燿"",5499,2.82],[""5274"",""信驊"",485,2.72],[""6805"",""富世達"",2265,1.33],[""2368"",""金像電"",4000,1.3],[""2449"",""京元電子"",11295,0.92],[""8210"",""勤誠"",2497,0.79],[""6187"",""萬潤"",1334,0.54],[""2360"",""致茂"",622,0.46],[""3264"",""欣銓"",5918,0.44],[""4979"",""華星光"",2424,0.44],[""6510"",""精測"",478,0.43],[""8996"",""高力"",802,0.33],[""4958"",""臻鼎-KY"",1682,0.26],[""6278"",""台表科"",3250,0.18],[""6271"",""同欣電"",2224,0.14],[""6191"",""精成科"",3988,0.11],[""3376"",""新日興"",1741,0.11],[""6515"",""穎崴"",13,0.03],[""4966"",""譜瑞-KY"",140,0.03],[""2002"",""中鋼"",5163,0.03],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""1590"",""亞德客-KY"",1,0],[""3008"",""大立光"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""2408"",""南亞科"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-08-13 00:00:00,00403A,2026-08-13 17:05:57,"[[""2330"",""台積電"",12000,16.05],[""3017"",""奇鋐"",3515,6.18],[""2303"",""聯電"",79000,5.4],[""2383"",""台光電"",1635,5.11],[""2454"",""聯發科"",2040,4.73],[""3037"",""欣興"",8460,4.65],[""6223"",""旺矽"",1060,3.78],[""2327"",""國巨*"",9785,3.56],[""2308"",""台達電"",3040,3.15],[""2345"",""智邦"",2307,2.88],[""3711"",""日月光投控"",8000,2.75],[""2344"",""華邦電"",28000,2.72],[""5274"",""信驊"",215,2.06],[""3653"",""健策"",800,2.04],[""3189"",""景碩"",4250,1.99],[""6669"",""緯穎"",500,1.67],[""3443"",""創意"",510,1.55],[""6488"",""環球晶"",2646,1.49],[""6274"",""台燿"",1680,1.48],[""8046"",""南電"",2190,1.46],[""3665"",""貿聯-KY"",1200,1.45],[""3008"",""大立光"",510,1.31],[""2360"",""致茂"",1000,1.26],[""8996"",""高力"",1600,1.13],[""3533"",""嘉澤"",1050,1.04],[""6239"",""力成"",5360,0.83],[""1303"",""南亞"",7000,0.73],[""6805"",""富世達"",700,0.7],[""1560"",""中砂"",1500,0.58],[""2337"",""旺宏"",7498,0.56],[""7769"",""鴻勁"",130,0.48],[""3450"",""聯鈞"",1600,0.46],[""2317"",""鴻海"",3200,0.46],[""3211"",""順達"",2000,0.45],[""3583"",""辛耘"",800,0.32],[""8358"",""金居"",900,0.21],[""6442"",""光聖"",225,0.19],[""4966"",""譜瑞-KY"",500,0.16],[""2404"",""漢唐"",250,0.16],[""4958"",""臻鼎-KY"",500,0.13],[""2481"",""強茂"",1500,0.12],[""1717"",""長興"",2500,0.11],[""3264"",""欣銓"",700,0.09],[""2455"",""全新"",336,0.07],[""6285"",""啟碁"",350,0.05],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""2049"",""上銀"",1,0],[""6415"",""矽力*-KY"",1,0],[""5347"",""世界"",1,0]]"
2026-08-14 00:00:00,00981A,2026-08-14 16:41:05,"[[""2383"",""台光電"",4863,9.6],[""2330"",""台積電"",12134,9.3],[""2454"",""聯發科"",5448,7.34],[""3037"",""欣興"",20210,6.6],[""3017"",""奇鋐"",5900,6.11],[""6669"",""緯穎"",2496,5.14],[""2327"",""國巨*"",25437,5.06],[""6223"",""旺矽"",2443,5.04],[""2345"",""智邦"",6594,4.85],[""2308"",""台達電"",7070,4.27],[""8046"",""南電"",9634,4.02],[""3711"",""日月光投控"",19529,3.85],[""3653"",""健策"",2375,3.69],[""2303"",""聯電"",87718,3.4],[""3665"",""貿聯-KY"",4617,3.25],[""6274"",""台燿"",5499,2.95],[""5274"",""信驊"",485,2.75],[""6805"",""富世達"",2265,1.31],[""2368"",""金像電"",4000,1.3],[""2449"",""京元電子"",11295,0.89],[""8210"",""勤誠"",2497,0.8],[""6187"",""萬潤"",1334,0.54],[""2360"",""致茂"",622,0.46],[""6510"",""精測"",478,0.46],[""3264"",""欣銓"",5918,0.43],[""4979"",""華星光"",2424,0.41],[""8996"",""高力"",802,0.33],[""4958"",""臻鼎-KY"",1682,0.26],[""6278"",""台表科"",3250,0.18],[""6271"",""同欣電"",2224,0.14],[""6191"",""精成科"",3988,0.11],[""3376"",""新日興"",1741,0.11],[""6515"",""穎崴"",13,0.03],[""4966"",""譜瑞-KY"",140,0.03],[""2002"",""中鋼"",5163,0.03],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""1590"",""亞德客-KY"",1,0],[""3008"",""大立光"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""2408"",""南亞科"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-08-14 00:00:00,00403A,2026-08-14 17:05:56,"[[""2330"",""台積電"",12000,15.99],[""3017"",""奇鋐"",3515,6.33],[""2383"",""台光電"",1690,5.8],[""2303"",""聯電"",79000,5.32],[""2454"",""聯發科"",2110,4.94],[""3037"",""欣興"",8460,4.8],[""6223"",""旺矽"",1060,3.8],[""2327"",""國巨*"",9785,3.39],[""2308"",""台達電"",3040,3.19],[""2345"",""智邦"",2307,2.95],[""2344"",""華邦電"",28000,2.86],[""3711"",""日月光投控"",8000,2.74],[""6669"",""緯穎"",610,2.18],[""3653"",""健策"",800,2.16],[""5274"",""信驊"",215,2.11],[""3189"",""景碩"",4250,2.04],[""8046"",""南電"",2190,1.59],[""6274"",""台燿"",1680,1.57],[""3443"",""創意"",510,1.55],[""6488"",""環球晶"",2646,1.49],[""3665"",""貿聯-KY"",1200,1.47],[""3008"",""大立光"",570,1.46],[""2360"",""致茂"",1000,1.28],[""8996"",""高力"",1600,1.14],[""1303"",""南亞"",7421,0.86],[""6239"",""力成"",5360,0.83],[""3533"",""嘉澤"",800,0.77],[""6805"",""富世達"",700,0.7],[""1560"",""中砂"",1500,0.61],[""2337"",""旺宏"",7498,0.57],[""7769"",""鴻勁"",130,0.48],[""2317"",""鴻海"",3200,0.46],[""3450"",""聯鈞"",1600,0.45],[""3211"",""順達"",2000,0.44],[""3583"",""辛耘"",800,0.32],[""8358"",""金居"",900,0.21],[""6442"",""光聖"",225,0.2],[""4966"",""譜瑞-KY"",500,0.16],[""2404"",""漢唐"",250,0.16],[""4958"",""臻鼎-KY"",500,0.14],[""2481"",""強茂"",1500,0.12],[""1717"",""長興"",2500,0.1],[""3264"",""欣銓"",700,0.09],[""2455"",""全新"",336,0.07],[""6285"",""啟碁"",350,0.05],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""2049"",""上銀"",1,0],[""6415"",""矽力*-KY"",1,0],[""5347"",""世界"",1,0]]"
2026-08-17 00:00:00,00403A,2026-08-17 16:55:58,"[[""2330"",""台積電"",12000,16.18],[""3017"",""奇鋐"",3515,6.22],[""2383"",""台光電"",1690,6.03],[""2303"",""聯電"",79000,5.39],[""3037"",""欣興"",8460,5.32],[""2454"",""聯發科"",2110,4.8],[""6223"",""旺矽"",1060,3.45],[""2327"",""國巨*"",9785,3.34],[""2308"",""台達電"",3040,3.22],[""2345"",""智邦"",2307,2.97],[""2344"",""華邦電"",28000,2.86],[""3711"",""日月光投控"",8000,2.76],[""3653"",""健策"",800,2.4],[""6669"",""緯穎"",610,2.27],[""3189"",""景碩"",4250,2.16],[""5274"",""信驊"",215,2.05],[""8046"",""南電"",2640,1.92],[""3008"",""大立光"",626,1.78],[""3443"",""創意"",510,1.68],[""6488"",""環球晶"",2646,1.52],[""6274"",""台燿"",1680,1.51],[""3665"",""貿聯-KY"",1200,1.44],[""2360"",""致茂"",1000,1.33],[""8996"",""高力"",1600,1.09],[""1303"",""南亞"",9000,1.01],[""6239"",""力成"",5360,0.84],[""6805"",""富世達"",700,0.76],[""3533"",""嘉澤"",700,0.67],[""1560"",""中砂"",1500,0.63],[""3450"",""聯鈞"",1600,0.49],[""7769"",""鴻勁"",130,0.49],[""2317"",""鴻海"",3200,0.46],[""3211"",""順達"",2000,0.44],[""2337"",""旺宏"",6000,0.44],[""3583"",""辛耘"",800,0.33],[""6442"",""光聖"",225,0.21],[""8358"",""金居"",800,0.19],[""4966"",""譜瑞-KY"",500,0.16],[""2404"",""漢唐"",250,0.16],[""4958"",""臻鼎-KY"",500,0.14],[""2481"",""強茂"",1500,0.12],[""1717"",""長興"",2500,0.1],[""3264"",""欣銓"",700,0.09],[""2455"",""全新"",336,0.08],[""6285"",""啟碁"",350,0.05],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""2049"",""上銀"",1,0],[""6415"",""矽力*-KY"",1,0],[""5347"",""世界"",1,0]]"
2026-08-17 00:00:00,00981A,2026-08-17 16:56:04,"[[""2383"",""台光電"",4863,10],[""2330"",""台積電"",12134,9.43],[""3037"",""欣興"",20330,7.38],[""2454"",""聯發科"",5448,7.15],[""3017"",""奇鋐"",5900,6.02],[""6669"",""緯穎"",2496,5.35],[""2327"",""國巨*"",25437,5.01],[""2345"",""智邦"",6594,4.89],[""6223"",""旺矽"",2443,4.59],[""2308"",""台達電"",7070,4.32],[""3653"",""健策"",2375,4.11],[""8046"",""南電"",9634,4.04],[""3711"",""日月光投控"",19529,3.89],[""2303"",""聯電"",87718,3.45],[""3665"",""貿聯-KY"",4617,3.19],[""6274"",""台燿"",5499,2.85],[""5274"",""信驊"",485,2.67],[""6805"",""富世達"",2265,1.41],[""2368"",""金像電"",3500,1.15],[""2449"",""京元電子"",11295,0.91],[""8210"",""勤誠"",2497,0.82],[""6187"",""萬潤"",1334,0.6],[""2360"",""致茂"",622,0.48],[""6510"",""精測"",478,0.45],[""8996"",""高力"",1102,0.43],[""4979"",""華星光"",2424,0.43],[""3264"",""欣銓"",5918,0.42],[""4958"",""臻鼎-KY"",1682,0.27],[""6278"",""台表科"",3250,0.18],[""6271"",""同欣電"",2224,0.14],[""6191"",""精成科"",3988,0.11],[""3376"",""新日興"",1741,0.11],[""4966"",""譜瑞-KY"",140,0.03],[""2002"",""中鋼"",5163,0.03],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""1590"",""亞德客-KY"",1,0],[""3008"",""大立光"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""2408"",""南亞科"",1,0],[""6515"",""穎崴"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-08-18 00:00:00,00981A,2026-08-18 16:41:03,"[[""2383"",""台光電"",4863,10.14],[""2330"",""台積電"",12134,9.71],[""3037"",""欣興"",20330,7.82],[""2454"",""聯發科"",5448,7.11],[""3017"",""奇鋐"",5900,6.02],[""2345"",""智邦"",6594,4.93],[""2327"",""國巨*"",25437,4.92],[""6669"",""緯穎"",2246,4.83],[""6223"",""旺矽"",2443,4.33],[""2308"",""台達電"",7070,4.33],[""3653"",""健策"",2395,4.15],[""8046"",""南電"",9634,4.03],[""3711"",""日月光投控"",19529,3.93],[""2303"",""聯電"",87718,3.51],[""3665"",""貿聯-KY"",4617,3.48],[""6274"",""台燿"",5499,2.86],[""5274"",""信驊"",485,2.78],[""6805"",""富世達"",2265,1.49],[""2368"",""金像電"",3000,1.08],[""2449"",""京元電子"",11295,0.9],[""8210"",""勤誠"",2497,0.86],[""6187"",""萬潤"",1133,0.48],[""2360"",""致茂"",622,0.48],[""8996"",""高力"",1102,0.44],[""6510"",""精測"",478,0.44],[""4979"",""華星光"",2424,0.43],[""3264"",""欣銓"",5918,0.42],[""4958"",""臻鼎-KY"",1682,0.27],[""6278"",""台表科"",3250,0.19],[""6271"",""同欣電"",2224,0.15],[""6191"",""精成科"",3988,0.11],[""3376"",""新日興"",1741,0.11],[""4966"",""譜瑞-KY"",140,0.03],[""2002"",""中鋼"",5163,0.03],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""1590"",""亞德客-KY"",1,0],[""3008"",""大立光"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""2408"",""南亞科"",1,0],[""6515"",""穎崴"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-08-18 00:00:00,00403A,2026-08-18 16:51:03,"[[""2330"",""台積電"",12000,16.45],[""2383"",""台光電"",1690,6.04],[""3037"",""欣興"",8460,5.58],[""2303"",""聯電"",79000,5.42],[""3017"",""奇鋐"",3000,5.25],[""2454"",""聯發科"",2110,4.72],[""2327"",""國巨*"",9785,3.25],[""6223"",""旺矽"",1060,3.22],[""2308"",""台達電"",3040,3.19],[""3653"",""健策"",1020,3.03],[""2345"",""智邦"",2307,2.96],[""2344"",""華邦電"",28000,2.85],[""3711"",""日月光投控"",8000,2.76],[""6669"",""緯穎"",610,2.25],[""3189"",""景碩"",4250,2.12],[""5274"",""信驊"",215,2.11],[""3008"",""大立光"",626,1.91],[""8046"",""南電"",2640,1.89],[""6488"",""環球晶"",2800,1.71],[""3443"",""創意"",510,1.63],[""3665"",""貿聯-KY"",1200,1.55],[""6274"",""台燿"",1680,1.5],[""2360"",""致茂"",1000,1.33],[""8996"",""高力"",1600,1.08],[""1303"",""南亞"",9000,1.04],[""6239"",""力成"",5360,0.82],[""6805"",""富世達"",700,0.79],[""3533"",""嘉澤"",610,0.57],[""3450"",""聯鈞"",1600,0.53],[""7769"",""鴻勁"",130,0.49],[""2317"",""鴻海"",3200,0.46],[""3211"",""順達"",2000,0.44],[""1560"",""中砂"",1050,0.43],[""2337"",""旺宏"",6000,0.42],[""3583"",""辛耘"",800,0.32],[""6442"",""光聖"",225,0.2],[""8358"",""金居"",800,0.19],[""2059"",""川湖"",20,0.17],[""4966"",""譜瑞-KY"",500,0.16],[""2404"",""漢唐"",250,0.16],[""4958"",""臻鼎-KY"",500,0.14],[""2481"",""強茂"",1500,0.12],[""1717"",""長興"",2500,0.1],[""3264"",""欣銓"",700,0.08],[""6285"",""啟碁"",350,0.05],[""2455"",""全新"",200,0.05],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""2049"",""上銀"",1,0],[""5347"",""世界"",1,0]]"
2026-08-19 00:00:00,00403A,2026-08-19 16:40:59,"[[""2330"",""台積電"",12000,16.56],[""2383"",""台光電"",1690,5.84],[""3037"",""欣興"",8460,5.61],[""3017"",""奇鋐"",3000,5.45],[""2454"",""聯發科"",2110,4.76],[""2303"",""聯電"",70000,4.75],[""3653"",""健策"",1080,3.46],[""2327"",""國巨*"",9785,3.31],[""6223"",""旺矽"",1060,3.27],[""2308"",""台達電"",3040,3.15],[""2345"",""智邦"",2307,2.88],[""3711"",""日月光投控"",8000,2.76],[""6669"",""緯穎"",610,2.28],[""3189"",""景碩"",4250,2.12],[""3008"",""大立光"",626,2.04],[""8046"",""南電"",2640,1.83],[""2344"",""華邦電"",18000,1.78],[""5274"",""信驊"",180,1.67],[""6488"",""環球晶"",2800,1.62],[""3443"",""創意"",510,1.59],[""3665"",""貿聯-KY"",1200,1.55],[""6274"",""台燿"",1680,1.48],[""2360"",""致茂"",1000,1.25],[""8996"",""高力"",1600,1.07],[""1303"",""南亞"",9000,0.99],[""6239"",""力成"",5360,0.83],[""6805"",""富世達"",700,0.74],[""3450"",""聯鈞"",1800,0.6],[""3533"",""嘉澤"",525,0.5],[""7769"",""鴻勁"",130,0.49],[""2317"",""鴻海"",3200,0.46],[""3211"",""順達"",2000,0.43],[""2337"",""旺宏"",6000,0.42],[""3583"",""辛耘"",800,0.33],[""1560"",""中砂"",700,0.29],[""6442"",""光聖"",225,0.2],[""8358"",""金居"",800,0.19],[""2059"",""川湖"",20,0.17],[""4966"",""譜瑞-KY"",500,0.17],[""2404"",""漢唐"",250,0.16],[""4958"",""臻鼎-KY"",500,0.13],[""2481"",""強茂"",1500,0.12],[""1717"",""長興"",2500,0.1],[""3264"",""欣銓"",700,0.08],[""6285"",""啟碁"",350,0.05],[""2455"",""全新"",200,0.05],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""2049"",""上銀"",1,0],[""5347"",""世界"",1,0]]"
2026-08-19 00:00:00,00981A,2026-08-19 16:46:04,"[[""2383"",""台光電"",4843,9.96],[""2330"",""台積電"",11884,9.76],[""3037"",""欣興"",20300,8.02],[""2454"",""聯發科"",5348,7.19],[""3017"",""奇鋐"",5899,6.38],[""2327"",""國巨*"",25387,5.11],[""6669"",""緯穎"",2226,4.96],[""2345"",""智邦"",6564,4.88],[""3653"",""健策"",2395,4.57],[""6223"",""旺矽"",2442,4.49],[""2308"",""台達電"",7040,4.34],[""3711"",""日月光投控"",19479,4],[""8046"",""南電"",9624,3.97],[""3665"",""貿聯-KY"",4616,3.55],[""2303"",""聯電"",87518,3.53],[""6274"",""台燿"",5498,2.88],[""5274"",""信驊"",411,2.27],[""6805"",""富世達"",2264,1.42],[""2449"",""京元電子"",11275,0.93],[""8210"",""勤誠"",2477,0.85],[""2368"",""金像電"",2000,0.73],[""4979"",""華星光"",2424,0.45],[""8996"",""高力"",1101,0.44],[""6510"",""精測"",477,0.44],[""3264"",""欣銓"",5917,0.43],[""6187"",""萬潤"",833,0.38],[""4958"",""臻鼎-KY"",1645,0.26],[""2360"",""致茂"",294,0.22],[""6278"",""台表科"",3249,0.2],[""6271"",""同欣電"",2223,0.15],[""6191"",""精成科"",3988,0.12],[""3376"",""新日興"",1741,0.11],[""4966"",""譜瑞-KY"",140,0.03],[""2002"",""中鋼"",5163,0.03],[""2637"",""慧洋-KY"",200,0.01],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""1590"",""亞德客-KY"",1,0],[""3008"",""大立光"",1,0],[""2382"",""廣達"",1,0],[""2408"",""南亞科"",1,0],[""6515"",""穎崴"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-08-20 00:00:00,00403A,2026-08-20 16:40:57,"[[""2330"",""台積電"",12000,16.66],[""2383"",""台光電"",1690,5.91],[""3037"",""欣興"",8460,5.64],[""3017"",""奇鋐"",3000,5.23],[""2454"",""聯發科"",2110,4.56],[""2303"",""聯電"",60000,4.05],[""6223"",""旺矽"",1100,3.63],[""3653"",""健策"",1080,3.54],[""2327"",""國巨*"",9785,3.21],[""2308"",""台達電"",3040,3.1],[""2345"",""智邦"",2307,2.84],[""3711"",""日月光投控"",8000,2.76],[""6669"",""緯穎"",610,2.26],[""3189"",""景碩"",4250,2.11],[""3008"",""大立光"",626,2.02],[""8046"",""南電"",2640,1.84],[""3443"",""創意"",550,1.81],[""5274"",""信驊"",180,1.65],[""6488"",""環球晶"",2800,1.63],[""3665"",""貿聯-KY"",1200,1.58],[""6274"",""台燿"",1680,1.55],[""2344"",""華邦電"",15000,1.55],[""2360"",""致茂"",1000,1.25],[""8996"",""高力"",1600,1.06],[""1303"",""南亞"",9000,0.98],[""6239"",""力成"",5360,0.84],[""6805"",""富世達"",700,0.76],[""3450"",""聯鈞"",1800,0.58],[""3533"",""嘉澤"",525,0.49],[""7769"",""鴻勁"",130,0.49],[""2317"",""鴻海"",3200,0.46],[""3211"",""順達"",2000,0.42],[""3583"",""辛耘"",800,0.33],[""2337"",""旺宏"",4500,0.32],[""6442"",""光聖"",225,0.2],[""8358"",""金居"",800,0.19],[""4966"",""譜瑞-KY"",500,0.17],[""1560"",""中砂"",393,0.16],[""2059"",""川湖"",20,0.16],[""2404"",""漢唐"",250,0.16],[""4958"",""臻鼎-KY"",500,0.14],[""1717"",""長興"",2500,0.1],[""3264"",""欣銓"",700,0.09],[""2481"",""強茂"",700,0.06],[""6285"",""啟碁"",350,0.05],[""2455"",""全新"",200,0.05],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""2049"",""上銀"",1,0],[""5347"",""世界"",1,0]]"
