資料日期,ETF,更新時間,持股JSON
2026-05-29 00:00:00,00981A,2026-05-29 16:46:12,"[[""2330"",""台積電"",11960,9.85],[""2383"",""台光電"",4723,8.45],[""2454"",""聯發科"",4263,6.42],[""2308"",""台達電"",6572,5.62],[""2345"",""智邦"",6231,5.29],[""3017"",""奇鋐"",5191,4.84],[""2327"",""國巨*"",18313,4.72],[""6669"",""緯穎"",2437,4.64],[""3037"",""欣興"",12466,4.6],[""6223"",""旺矽"",2169,4.52],[""3711"",""日月光投控"",17948,3.83],[""2303"",""聯電"",71190,3.6],[""2368"",""金像電"",7769,3.59],[""3665"",""貿聯-KY"",4704,3.43],[""8046"",""南電"",10828,3.21],[""3653"",""健策"",2267,2.81],[""5274"",""信驊"",422,2.8],[""6274"",""台燿"",4400,2.6],[""6515"",""穎崴"",442,1.34],[""6805"",""富世達"",1761,1.19],[""8210"",""勤誠"",2167,1.03],[""6510"",""精測"",930,1.02],[""3533"",""嘉澤"",852,0.79],[""2317"",""鴻海"",7307,0.74],[""2404"",""漢唐"",1715,0.69],[""2449"",""京元電子"",5208,0.6],[""3264"",""欣銓"",6217,0.53],[""6187"",""萬潤"",1334,0.52],[""6147"",""頎邦"",4631,0.49],[""4966"",""譜瑞-KY"",1642,0.48],[""5439"",""高技"",3528,0.47],[""8150"",""南茂"",11635,0.46],[""8358"",""金居"",1980,0.42],[""3008"",""大立光"",329,0.4],[""8996"",""高力"",1034,0.39],[""2382"",""廣達"",2491,0.3],[""6278"",""台表科"",3734,0.29],[""1590"",""亞德客-KY"",530,0.26],[""3443"",""創意"",96,0.16],[""6191"",""精成科"",3988,0.14],[""3376"",""新日興"",1741,0.12],[""6271"",""同欣電"",686,0.06],[""2002"",""中鋼"",5163,0.03],[""2313"",""華通"",329,0.03],[""1319"",""東陽"",511,0.02],[""2357"",""華碩"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""2439"",""美律"",18,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-06-01 00:00:00,00981A,2026-06-01 16:46:42,"[[""2330"",""台積電"",11960,9.71],[""2383"",""台光電"",4486,7.84],[""2454"",""聯發科"",4263,6.7],[""2308"",""台達電"",6572,5.48],[""2345"",""智邦"",6231,5.39],[""3017"",""奇鋐"",5191,4.99],[""2327"",""國巨*"",18313,4.99],[""6669"",""緯穎"",2437,4.63],[""3037"",""欣興"",12466,4.51],[""6223"",""旺矽"",2169,4.25],[""3711"",""日月光投控"",17948,3.72],[""2303"",""聯電"",71690,3.61],[""2368"",""金像電"",7769,3.55],[""3665"",""貿聯-KY"",4704,3.44],[""8046"",""南電"",10828,3.38],[""3653"",""健策"",2267,3],[""5274"",""信驊"",422,2.69],[""6274"",""台燿"",4400,2.59],[""6515"",""穎崴"",442,1.33],[""6805"",""富世達"",1761,1.29],[""6510"",""精測"",930,1.06],[""8210"",""勤誠"",2167,1.05],[""3533"",""嘉澤"",852,0.79],[""2317"",""鴻海"",7307,0.74],[""2404"",""漢唐"",1715,0.69],[""6147"",""頎邦"",5775,0.57],[""2449"",""京元電子"",5208,0.57],[""2382"",""廣達"",4025,0.52],[""6187"",""萬潤"",1334,0.49],[""4966"",""譜瑞-KY"",1642,0.49],[""8358"",""金居"",1980,0.46],[""5439"",""高技"",3528,0.46],[""3008"",""大立光"",329,0.44],[""8150"",""南茂"",11635,0.43],[""8996"",""高力"",1034,0.37],[""6278"",""台表科"",3734,0.28],[""3443"",""創意"",167,0.27],[""1590"",""亞德客-KY"",530,0.25],[""3264"",""欣銓"",2117,0.16],[""6191"",""精成科"",3988,0.13],[""3376"",""新日興"",1741,0.13],[""6271"",""同欣電"",686,0.06],[""2002"",""中鋼"",5163,0.03],[""2313"",""華通"",329,0.03],[""1319"",""東陽"",511,0.02],[""2357"",""華碩"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""2439"",""美律"",18,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-06-02 00:00:00,00981A,2026-06-02 17:41:55,"[[""2330"",""台積電"",11960,9.97],[""2383"",""台光電"",4486,7.64],[""2454"",""聯發科"",4263,6.76],[""2308"",""台達電"",6572,5.43],[""2327"",""國巨*"",18313,5.43],[""2345"",""智邦"",6231,5.29],[""3017"",""奇鋐"",5191,4.91],[""6669"",""緯穎"",2437,4.67],[""3037"",""欣興"",12466,4.26],[""6223"",""旺矽"",2169,4.19],[""3711"",""日月光投控"",17948,3.71],[""3665"",""貿聯-KY"",4704,3.62],[""2303"",""聯電"",71690,3.55],[""2368"",""金像電"",7769,3.47],[""8046"",""南電"",10828,3.27],[""3653"",""健策"",2267,3.17],[""5274"",""信驊"",422,2.67],[""6274"",""台燿"",4400,2.45],[""6805"",""富世達"",1761,1.35],[""6515"",""穎崴"",442,1.25],[""6510"",""精測"",930,1.05],[""8210"",""勤誠"",2167,1.04],[""3533"",""嘉澤"",852,0.78],[""2317"",""鴻海"",7307,0.77],[""2382"",""廣達"",5441,0.76],[""2404"",""漢唐"",1715,0.69],[""6147"",""頎邦"",5775,0.57],[""4966"",""譜瑞-KY"",1642,0.48],[""6187"",""萬潤"",1334,0.47],[""5439"",""高技"",3528,0.46],[""3008"",""大立光"",329,0.44],[""8150"",""南茂"",11635,0.4],[""2449"",""京元電子"",3645,0.39],[""8996"",""高力"",1034,0.38],[""6278"",""台表科"",3734,0.28],[""3443"",""創意"",167,0.27],[""1590"",""亞德客-KY"",530,0.24],[""8358"",""金居"",980,0.22],[""6191"",""精成科"",3988,0.14],[""3376"",""新日興"",1741,0.13],[""6271"",""同欣電"",686,0.06],[""2002"",""中鋼"",5163,0.03],[""2313"",""華通"",329,0.03],[""1319"",""東陽"",511,0.02],[""3264"",""欣銓"",1,0],[""2357"",""華碩"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""2439"",""美律"",18,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-06-03 00:00:00,00981A,2026-06-03 17:02:56,"[[""2330"",""台積電"",11960,9.97],[""2383"",""台光電"",4486,7.45],[""2454"",""聯發科"",4263,6.66],[""2308"",""台達電"",6572,5.55],[""2345"",""智邦"",6231,5.54],[""2327"",""國巨*"",18313,5.16],[""3017"",""奇鋐"",5191,5.09],[""6669"",""緯穎"",2437,4.69],[""6223"",""旺矽"",2169,4.4],[""3037"",""欣興"",12466,4.29],[""3711"",""日月光投控"",17948,3.81],[""3665"",""貿聯-KY"",4704,3.73],[""2368"",""金像電"",7769,3.7],[""8046"",""南電"",10828,3.36],[""2303"",""聯電"",71690,3.22],[""3653"",""健策"",2267,3.04],[""5274"",""信驊"",422,2.61],[""6274"",""台燿"",4400,2.56],[""6805"",""富世達"",1761,1.26],[""6515"",""穎崴"",442,1.25],[""8210"",""勤誠"",2167,1.08],[""6510"",""精測"",930,1.06],[""2382"",""廣達"",5441,0.78],[""2317"",""鴻海"",7307,0.78],[""3533"",""嘉澤"",852,0.75],[""6147"",""頎邦"",5775,0.55],[""6187"",""萬潤"",1334,0.49],[""2404"",""漢唐"",1200,0.48],[""3008"",""大立光"",329,0.45],[""5439"",""高技"",3528,0.45],[""4966"",""譜瑞-KY"",1642,0.45],[""2449"",""京元電子"",3645,0.4],[""8996"",""高力"",1034,0.39],[""8150"",""南茂"",11635,0.38],[""6278"",""台表科"",3734,0.27],[""3443"",""創意"",167,0.26],[""1590"",""亞德客-KY"",530,0.25],[""8358"",""金居"",980,0.21],[""6191"",""精成科"",3988,0.14],[""3376"",""新日興"",1741,0.14],[""6271"",""同欣電"",686,0.06],[""2002"",""中鋼"",5163,0.03],[""2313"",""華通"",329,0.03],[""1319"",""東陽"",511,0.02],[""3264"",""欣銓"",1,0],[""2357"",""華碩"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""2439"",""美律"",18,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-06-04 00:00:00,00981A,2026-06-04 17:55:26,"[[""2330"",""台積電"",11960,10.03],[""2383"",""台光電"",4486,7.62],[""2454"",""聯發科"",4263,6.64],[""2308"",""台達電"",6572,5.6],[""2345"",""智邦"",6231,5.5],[""3017"",""奇鋐"",5191,4.95],[""2327"",""國巨*"",18313,4.79],[""6669"",""緯穎"",2437,4.77],[""6223"",""旺矽"",2169,4.63],[""3037"",""欣興"",12466,4.26],[""3711"",""日月光投控"",17948,3.74],[""2368"",""金像電"",7769,3.69],[""3665"",""貿聯-KY"",4704,3.56],[""8046"",""南電"",10828,3.34],[""2303"",""聯電"",71690,3.15],[""3653"",""健策"",2267,2.97],[""5274"",""信驊"",422,2.71],[""6274"",""台燿"",4400,2.62],[""6515"",""穎崴"",442,1.34],[""6805"",""富世達"",1761,1.23],[""6510"",""精測"",930,1.15],[""8210"",""勤誠"",2167,1.08],[""2382"",""廣達"",5441,0.77],[""2317"",""鴻海"",7307,0.75],[""3533"",""嘉澤"",852,0.72],[""6147"",""頎邦"",5775,0.55],[""6187"",""萬潤"",1334,0.52],[""2404"",""漢唐"",1200,0.52],[""5439"",""高技"",3528,0.45],[""4966"",""譜瑞-KY"",1642,0.44],[""8996"",""高力"",1034,0.41],[""2449"",""京元電子"",3645,0.41],[""8150"",""南茂"",11635,0.41],[""6278"",""台表科"",3734,0.28],[""3443"",""創意"",167,0.26],[""1590"",""亞德客-KY"",530,0.24],[""3008"",""大立光"",161,0.22],[""8358"",""金居"",980,0.19],[""6191"",""精成科"",3988,0.14],[""3376"",""新日興"",1741,0.13],[""6271"",""同欣電"",686,0.06],[""2002"",""中鋼"",5163,0.03],[""2313"",""華通"",329,0.03],[""1319"",""東陽"",511,0.02],[""3264"",""欣銓"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""2439"",""美律"",18,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-06-05 00:00:00,00981A,2026-06-05 16:47:25,"[[""2330"",""台積電"",11960,10.11],[""2383"",""台光電"",4486,7.83],[""2454"",""聯發科"",4263,6.55],[""2345"",""智邦"",6334,5.63],[""2308"",""台達電"",6572,5.4],[""6669"",""緯穎"",2492,5.04],[""2327"",""國巨*"",18313,5.03],[""3017"",""奇鋐"",5191,4.82],[""6223"",""旺矽"",2169,4.47],[""3037"",""欣興"",12466,4.16],[""3665"",""貿聯-KY"",4704,3.7],[""3711"",""日月光投控"",17948,3.7],[""2368"",""金像電"",7769,3.65],[""2303"",""聯電"",71690,3.37],[""8046"",""南電"",10828,3.27],[""3653"",""健策"",2267,2.93],[""5274"",""信驊"",422,2.64],[""6274"",""台燿"",4400,2.53],[""6515"",""穎崴"",442,1.33],[""6805"",""富世達"",1761,1.23],[""6510"",""精測"",930,1.1],[""8210"",""勤誠"",2167,1.06],[""2382"",""廣達"",5441,0.76],[""2317"",""鴻海"",7307,0.74],[""3533"",""嘉澤"",852,0.72],[""6147"",""頎邦"",5775,0.56],[""6187"",""萬潤"",1334,0.53],[""2404"",""漢唐"",1200,0.52],[""5439"",""高技"",3528,0.46],[""4966"",""譜瑞-KY"",1642,0.43],[""8996"",""高力"",1034,0.42],[""2449"",""京元電子"",3645,0.4],[""8150"",""南茂"",11635,0.4],[""6278"",""台表科"",3734,0.28],[""3443"",""創意"",167,0.26],[""1590"",""亞德客-KY"",530,0.25],[""8358"",""金居"",980,0.21],[""3376"",""新日興"",1741,0.15],[""6191"",""精成科"",3988,0.14],[""6271"",""同欣電"",686,0.06],[""2002"",""中鋼"",5163,0.04],[""2313"",""華通"",329,0.03],[""1319"",""東陽"",511,0.02],[""3264"",""欣銓"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""2439"",""美律"",18,0],[""3008"",""大立光"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-06-08 00:00:00,00403A,2026-06-08 23:53:55,"[[""2330"",""台積電"",14200,18.32],[""3017"",""奇鋐"",3250,4.69],[""2303"",""聯電"",68000,4.62],[""3037"",""欣興"",8960,4.59],[""2327"",""國巨*"",8760,3.7],[""3711"",""日月光投控"",12101,3.67],[""2383"",""台光電"",1350,3.62],[""2368"",""金像電"",4700,3.59],[""2344"",""華邦電"",36000,3.12],[""2345"",""智邦"",2100,2.86],[""2308"",""台達電"",2250,2.85],[""6223"",""旺矽"",780,2.42],[""2454"",""聯發科"",1050,2.4],[""6669"",""緯穎"",790,2.34],[""3653"",""健策"",830,1.78],[""3533"",""嘉澤"",1240,1.6],[""4958"",""臻鼎-KY"",5492,1.58],[""2337"",""旺宏"",16350,1.32],[""3665"",""貿聯-KY"",1090,1.28],[""2360"",""致茂"",840,1.16],[""6274"",""台燿"",1300,1.12],[""7769"",""鴻勁"",279,1.1],[""3443"",""創意"",430,1.03],[""3081"",""聯亞"",720,1.01],[""6442"",""光聖"",830,0.92],[""5347"",""世界"",9911,0.87],[""8996"",""高力"",1200,0.82],[""6515"",""穎崴"",165,0.78],[""6147"",""頎邦"",5600,0.76],[""3529"",""力旺"",390,0.7],[""6488"",""環球晶"",1497,0.65],[""6805"",""富世達"",570,0.61],[""8358"",""金居"",1710,0.56],[""3189"",""景碩"",1380,0.54],[""8210"",""勤誠"",680,0.53],[""8046"",""南電"",1080,0.5],[""2317"",""鴻海"",3200,0.48],[""8299"",""群聯"",350,0.44],[""5274"",""信驊"",45,0.44],[""3583"",""辛耘"",900,0.41],[""4979"",""華星光"",1200,0.36],[""4966"",""譜瑞-KY"",900,0.34],[""1303"",""南亞"",5300,0.29],[""3044"",""健鼎"",1000,0.27],[""6196"",""帆宣"",870,0.24],[""3105"",""穩懋"",957,0.24],[""2049"",""上銀"",1010,0.19],[""2455"",""全新"",450,0.09],[""2481"",""強茂"",1100,0.09],[""1560"",""中砂"",78,0.03]]"
2026-06-08 00:00:00,00981A,2026-06-08 23:54:01,"[[""2330"",""台積電"",11960,10.03],[""2383"",""台光電"",4486,7.82],[""2454"",""聯發科"",4405,6.55],[""2345"",""智邦"",6334,5.6],[""2308"",""台達電"",6572,5.41],[""2327"",""國巨*"",18313,5.03],[""3017"",""奇鋐"",5191,4.87],[""6669"",""緯穎"",2492,4.8],[""6223"",""旺矽"",2169,4.37],[""3037"",""欣興"",12466,4.15],[""2368"",""金像電"",7949,3.95],[""3665"",""貿聯-KY"",4704,3.6],[""3711"",""日月光投控"",17948,3.54],[""8046"",""南電"",10828,3.29],[""2303"",""聯電"",71690,3.17],[""3653"",""健策"",2267,3.16],[""5274"",""信驊"",422,2.7],[""6274"",""台燿"",4400,2.47],[""6515"",""穎崴"",442,1.35],[""6805"",""富世達"",1761,1.22],[""6510"",""精測"",930,1.21],[""8210"",""勤誠"",2167,1.09],[""2382"",""廣達"",5441,0.75],[""2317"",""鴻海"",7307,0.72],[""3533"",""嘉澤"",852,0.71],[""6187"",""萬潤"",1334,0.53],[""6147"",""頎邦"",5775,0.51],[""2404"",""漢唐"",1200,0.49],[""8996"",""高力"",1034,0.46],[""5439"",""高技"",3528,0.46],[""4966"",""譜瑞-KY"",1642,0.4],[""2449"",""京元電子"",3645,0.38],[""8150"",""南茂"",11635,0.37],[""6278"",""台表科"",3734,0.27],[""3443"",""創意"",167,0.26],[""1590"",""亞德客-KY"",530,0.25],[""8358"",""金居"",980,0.21],[""3376"",""新日興"",1741,0.15],[""6191"",""精成科"",3988,0.14],[""6271"",""同欣電"",686,0.05],[""2002"",""中鋼"",5163,0.04],[""2313"",""華通"",329,0.03],[""1319"",""東陽"",511,0.02],[""3264"",""欣銓"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""2439"",""美律"",18,0],[""3008"",""大立光"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-06-09 00:00:00,00981A,2026-06-09 18:57:16,"[[""2330"",""台積電"",11960,9.63],[""2383"",""台光電"",4486,7.94],[""2454"",""聯發科"",4649,7.27],[""2308"",""台達電"",6572,5.55],[""2345"",""智邦"",6334,5.48],[""2327"",""國巨*"",18313,5.29],[""3017"",""奇鋐"",5191,4.62],[""6669"",""緯穎"",2492,4.62],[""6223"",""旺矽"",2169,4.46],[""2368"",""金像電"",8315,4.34],[""3037"",""欣興"",12466,4.22],[""3711"",""日月光投控"",17948,3.57],[""3665"",""貿聯-KY"",4704,3.54],[""8046"",""南電"",10828,3.46],[""2303"",""聯電"",73690,3.28],[""3653"",""健策"",2267,3.12],[""5274"",""信驊"",422,2.63],[""6274"",""台燿"",4643,2.62],[""6515"",""穎崴"",442,1.33],[""6805"",""富世達"",1761,1.2],[""8210"",""勤誠"",2267,1.2],[""6510"",""精測"",930,1.1],[""2317"",""鴻海"",7307,0.71],[""3533"",""嘉澤"",852,0.7],[""6187"",""萬潤"",1334,0.53],[""6147"",""頎邦"",5775,0.51],[""2404"",""漢唐"",1200,0.5],[""8996"",""高力"",1034,0.48],[""5439"",""高技"",3528,0.45],[""4966"",""譜瑞-KY"",1642,0.4],[""8150"",""南茂"",11635,0.39],[""2449"",""京元電子"",3645,0.37],[""6278"",""台表科"",3734,0.26],[""3443"",""創意"",167,0.25],[""1590"",""亞德客-KY"",530,0.24],[""8358"",""金居"",980,0.21],[""6191"",""精成科"",3988,0.14],[""3376"",""新日興"",1741,0.14],[""6271"",""同欣電"",686,0.06],[""2382"",""廣達"",422,0.06],[""2002"",""中鋼"",5163,0.03],[""2313"",""華通"",329,0.03],[""1319"",""東陽"",511,0.02],[""3264"",""欣銓"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""2439"",""美律"",18,0],[""3008"",""大立光"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-06-09 00:00:00,00403A,2026-06-09 18:57:52,"[[""2330"",""台積電"",14200,17.92],[""2303"",""聯電"",68000,4.75],[""3037"",""欣興"",8960,4.75],[""3017"",""奇鋐"",3250,4.53],[""2327"",""國巨*"",8760,3.96],[""2368"",""金像電"",4700,3.85],[""3711"",""日月光投控"",12101,3.77],[""2383"",""台光電"",1350,3.74],[""2308"",""台達電"",2430,3.21],[""2344"",""華邦電"",36000,3.08],[""2345"",""智邦"",2100,2.85],[""2454"",""聯發科"",1110,2.72],[""6223"",""旺矽"",830,2.67],[""6669"",""緯穎"",790,2.29],[""3653"",""健策"",830,1.79],[""4958"",""臻鼎-KY"",5492,1.64],[""3533"",""嘉澤"",1240,1.59],[""2337"",""旺宏"",16350,1.3],[""3665"",""貿聯-KY"",1090,1.29],[""6274"",""台燿"",1420,1.26],[""2360"",""致茂"",840,1.1],[""7769"",""鴻勁"",279,1.06],[""3443"",""創意"",430,1.01],[""3081"",""聯亞"",720,0.98],[""6442"",""光聖"",830,0.95],[""8996"",""高力"",1234,0.9],[""5347"",""世界"",9911,0.87],[""6515"",""穎崴"",165,0.78],[""6147"",""頎邦"",5600,0.77],[""3529"",""力旺"",390,0.67],[""6488"",""環球晶"",1497,0.66],[""6805"",""富世達"",570,0.61],[""8358"",""金居"",1710,0.57],[""8210"",""勤誠"",680,0.56],[""3189"",""景碩"",1380,0.54],[""8046"",""南電"",1080,0.54],[""2317"",""鴻海"",3200,0.49],[""8299"",""群聯"",350,0.45],[""5274"",""信驊"",45,0.44],[""3583"",""辛耘"",900,0.43],[""4979"",""華星光"",1200,0.37],[""4966"",""譜瑞-KY"",900,0.34],[""1303"",""南亞"",5300,0.29],[""3105"",""穩懋"",957,0.26],[""6196"",""帆宣"",870,0.25],[""2049"",""上銀"",1010,0.19],[""2455"",""全新"",450,0.1],[""3044"",""健鼎"",200,0.05],[""1560"",""中砂"",78,0.03],[""2481"",""強茂"",1,0]]"
2026-06-10 00:00:00,00403A,2026-06-10 17:28:40,"[[""2330"",""台積電"",14200,18.55],[""2303"",""聯電"",68000,4.67],[""2327"",""國巨*"",9760,4.63],[""3037"",""欣興"",8960,4.59],[""3017"",""奇鋐"",3250,4.44],[""2368"",""金像電"",4700,3.87],[""2383"",""台光電"",1350,3.86],[""3711"",""日月光投控"",12101,3.78],[""2344"",""華邦電"",36000,3.11],[""2308"",""台達電"",2430,3.1],[""6223"",""旺矽"",870,2.91],[""2345"",""智邦"",2100,2.88],[""2454"",""聯發科"",1170,2.82],[""6669"",""緯穎"",790,2.32],[""3653"",""健策"",830,1.83],[""4958"",""臻鼎-KY"",5492,1.6],[""3533"",""嘉澤"",1240,1.56],[""3665"",""貿聯-KY"",1090,1.36],[""6274"",""台燿"",1520,1.32],[""2337"",""旺宏"",16350,1.28],[""7769"",""鴻勁"",279,1.11],[""2360"",""致茂"",840,1.08],[""3443"",""創意"",430,1],[""8996"",""高力"",1334,0.94],[""3081"",""聯亞"",720,0.94],[""6442"",""光聖"",830,0.91],[""5347"",""世界"",9911,0.88],[""6515"",""穎崴"",165,0.78],[""6147"",""頎邦"",5600,0.73],[""3529"",""力旺"",390,0.67],[""6488"",""環球晶"",1497,0.67],[""6805"",""富世達"",570,0.58],[""8210"",""勤誠"",680,0.57],[""8358"",""金居"",1710,0.55],[""3189"",""景碩"",1380,0.53],[""8046"",""南電"",1080,0.53],[""2317"",""鴻海"",3200,0.49],[""8299"",""群聯"",350,0.44],[""5274"",""信驊"",45,0.44],[""3583"",""辛耘"",900,0.41],[""4966"",""譜瑞-KY"",900,0.35],[""4979"",""華星光"",1155,0.34],[""1303"",""南亞"",5300,0.29],[""3105"",""穩懋"",957,0.26],[""6196"",""帆宣"",870,0.25],[""2049"",""上銀"",1010,0.19],[""2455"",""全新"",450,0.09],[""1560"",""中砂"",78,0.03],[""3044"",""健鼎"",1,0],[""2481"",""強茂"",1,0]]"
2026-06-10 00:00:00,00981A,2026-06-10 17:28:45,"[[""2330"",""台積電"",11960,9.9],[""2383"",""台光電"",4486,8.13],[""2454"",""聯發科"",4649,7.09],[""2327"",""國巨*"",19513,5.86],[""2345"",""智邦"",6334,5.5],[""2308"",""台達電"",6572,5.31],[""6669"",""緯穎"",2492,4.63],[""6223"",""旺矽"",2169,4.59],[""3017"",""奇鋐"",5191,4.5],[""2368"",""金像電"",8315,4.33],[""3037"",""欣興"",12466,4.04],[""3665"",""貿聯-KY"",4704,3.72],[""3711"",""日月光投控"",17948,3.55],[""8046"",""南電"",10828,3.37],[""2303"",""聯電"",73690,3.2],[""3653"",""健策"",2267,3.16],[""6274"",""台燿"",4763,2.62],[""5274"",""信驊"",422,2.61],[""6515"",""穎崴"",442,1.32],[""8210"",""勤誠"",2267,1.2],[""6805"",""富世達"",1761,1.13],[""6510"",""精測"",930,1.09],[""2317"",""鴻海"",7307,0.71],[""3533"",""嘉澤"",852,0.68],[""6187"",""萬潤"",1334,0.52],[""2404"",""漢唐"",1200,0.51],[""6147"",""頎邦"",5775,0.48],[""8996"",""高力"",1034,0.46],[""5439"",""高技"",3528,0.46],[""4966"",""譜瑞-KY"",1642,0.4],[""8150"",""南茂"",11635,0.38],[""2449"",""京元電子"",3645,0.36],[""6278"",""台表科"",3734,0.26],[""3443"",""創意"",167,0.25],[""1590"",""亞德客-KY"",530,0.25],[""8358"",""金居"",980,0.2],[""6191"",""精成科"",3988,0.14],[""3376"",""新日興"",1741,0.14],[""6271"",""同欣電"",686,0.06],[""2002"",""中鋼"",5163,0.04],[""2313"",""華通"",329,0.03],[""1319"",""東陽"",511,0.02],[""3264"",""欣銓"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""2439"",""美律"",18,0],[""3008"",""大立光"",1,0],[""2382"",""廣達"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-06-11 00:00:00,00403A,2026-06-11 17:44:18,"[[""2330"",""台積電"",14200,18.1],[""2303"",""聯電"",68000,4.82],[""2327"",""國巨*"",9900,4.72],[""3037"",""欣興"",8960,4.34],[""3017"",""奇鋐"",3250,4.3],[""2383"",""台光電"",1350,3.9],[""3711"",""日月光投控"",12101,3.73],[""2368"",""金像電"",4700,3.58],[""2344"",""華邦電"",36000,3.19],[""6223"",""旺矽"",870,3],[""2308"",""台達電"",2430,2.97],[""2454"",""聯發科"",1170,2.71],[""2345"",""智邦"",2100,2.71],[""6669"",""緯穎"",790,2.19],[""3653"",""健策"",830,1.7],[""4958"",""臻鼎-KY"",5600,1.68],[""3533"",""嘉澤"",1240,1.51],[""3665"",""貿聯-KY"",1090,1.33],[""2337"",""旺宏"",16350,1.3],[""6274"",""台燿"",1520,1.27],[""7769"",""鴻勁"",279,1.12],[""2360"",""致茂"",840,1.04],[""3443"",""創意"",430,1],[""5347"",""世界"",9911,0.91],[""6442"",""光聖"",830,0.86],[""8996"",""高力"",1334,0.86],[""3081"",""聯亞"",690,0.85],[""6515"",""穎崴"",165,0.82],[""6147"",""頎邦"",5600,0.71],[""3529"",""力旺"",390,0.67],[""6488"",""環球晶"",1497,0.67],[""6805"",""富世達"",570,0.57],[""8210"",""勤誠"",680,0.55],[""8358"",""金居"",1710,0.52],[""8046"",""南電"",1080,0.49],[""3189"",""景碩"",1380,0.48],[""2317"",""鴻海"",3200,0.47],[""5274"",""信驊"",45,0.45],[""8299"",""群聯"",350,0.44],[""3583"",""辛耘"",900,0.4],[""1303"",""南亞"",7000,0.38],[""4966"",""譜瑞-KY"",900,0.34],[""4979"",""華星光"",1000,0.27],[""3105"",""穩懋"",957,0.26],[""6196"",""帆宣"",870,0.25],[""2049"",""上銀"",1010,0.18],[""1560"",""中砂"",340,0.12],[""2455"",""全新"",450,0.08],[""3044"",""健鼎"",1,0],[""2481"",""強茂"",1,0]]"
2026-06-11 00:00:00,00981A,2026-06-11 17:44:24,"[[""2330"",""台積電"",11960,9.73],[""2383"",""台光電"",4486,8.26],[""2454"",""聯發科"",4649,6.87],[""2327"",""國巨*"",21168,6.44],[""2345"",""智邦"",6334,5.21],[""2308"",""台達電"",6572,5.13],[""6223"",""旺矽"",2169,4.78],[""6669"",""緯穎"",2492,4.41],[""3017"",""奇鋐"",5191,4.38],[""2368"",""金像電"",8315,4.04],[""3037"",""欣興"",12466,3.85],[""3665"",""貿聯-KY"",4784,3.74],[""3711"",""日月光投控"",17948,3.53],[""2303"",""聯電"",73690,3.33],[""8046"",""南電"",10828,3.16],[""3653"",""健策"",2267,2.97],[""5274"",""信驊"",422,2.69],[""6274"",""台燿"",4763,2.54],[""6515"",""穎崴"",442,1.39],[""8210"",""勤誠"",2267,1.18],[""6510"",""精測"",930,1.14],[""6805"",""富世達"",1761,1.11],[""2317"",""鴻海"",7307,0.68],[""3533"",""嘉澤"",852,0.66],[""2404"",""漢唐"",1200,0.52],[""6187"",""萬潤"",1334,0.5],[""6147"",""頎邦"",5775,0.46],[""5439"",""高技"",3528,0.44],[""8996"",""高力"",1034,0.43],[""8150"",""南茂"",11635,0.41],[""4966"",""譜瑞-KY"",1642,0.39],[""2449"",""京元電子"",3645,0.36],[""6278"",""台表科"",3734,0.26],[""3443"",""創意"",167,0.25],[""1590"",""亞德客-KY"",530,0.24],[""8358"",""金居"",980,0.19],[""6191"",""精成科"",3988,0.13],[""3376"",""新日興"",1741,0.13],[""6271"",""同欣電"",686,0.05],[""2002"",""中鋼"",5163,0.03],[""2313"",""華通"",329,0.03],[""1319"",""東陽"",278,0.01],[""3264"",""欣銓"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""2439"",""美律"",18,0],[""3008"",""大立光"",1,0],[""2382"",""廣達"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
